id,top_tier_site,site_parent_name,site_name,geo_waterbody
28b5ba76ca86be6c91a9a5c78f8876ed,River Tyne,South Tyne,Snope Burn,GB103023075530
28b7a9e147d991863cd96c246e51a003,Chelmer Catchment,River Chelmer Upper (Main Reaches),Absol Bridge,GB105037033950
28b7bda3b75b11f05da1df7c679895db,Bure catchment,Oulton watercourse,Heydon Road Farm,GB105034055690
28bbf5477fc23b0a1fe16a098802cb37,Middle Ouse,Swavesey Drain,Swavesey Drain (Eel Monitoring),GB105033042770
28bdc2d867840caceb33d3b741c115c5,Somerset Area,Hillfarrance Brook,Oakhampton Farm,GB108052015510
28c0520f02230404c37a56349b9ecd6d,River Don catchment,River Don,"Blonk Street, sheffield",GB104027057412
28d78d34b11cd47bd8e48182eca55970,Thames,River Evenlode,Bledington,GB106039029960
28d8f59cf401ae7b835bc14982571ba1,Coastal Streams,Angarrack,Tappard,GB108049000520
28db88ae7ee44982fd6725a2773dc168,Teign,River Teign,Sharp Tor (Dip)*,GB108046008550
28df914d842eedd1a8953704277b8ef7,River Loddon,Farnham Quarry,New Channel,GB106039017180
28e20082436d45059260f239177a28f5,Somerset Area,Durleigh Brook,D/S Durleigh Reservoir,GB108052021270
28e648b5a4d72ad88b7cd77b27494952,River Severn,River Perry,Mytton,GB109054050030
28e68e6839422197ca0943e3c9ecc1d3,River Dearne catchment,River Dove,Worsborough,GB104027057510
28f76679ba0a9b236fccd379e5fe6a94,River Tyne,River Derwent,River Derwent at Eddy's Bridge,GB103023074790
28faf1b6f9425c863411b4fbc5b10a3a,Fens,North Level Main Drain,U/S Newton Road Bridge,GB105032050390
2903f441532c462a11c3d698fc879a6e,Coastal Streams,Main Holywell Stream,u/s Ellenglaze,GB108049000710
290448e9fe97437da4da1f28a56dea6e,Witham Catchment,R.Bain,Shearmans Wath,GB105030062450
29065c418c3cf686ac38e6122ed07d8e,Lincolnshire Lakes,Lincolnshire Lakes,Turnbills Pit,GB105030056670
290a0acecb5b87c2a732c2fd863dac32,Deben Catchment,River Deben (Main Reaches),Brandeston School,GB105035046310
2916fce5553e3f30987e1b80648f16ff,Exe,Spratford Stream,Fenacre Farm (Sp)*,GB108045015020
2919b9493bc3a18a986eb08185448eff,Mersey,Irwell,IR05,GB112069064660
291d8353640a2bfee29687318dfe4bf6,Great Stour,Great Stour - main river,Willow Close,GB107040019743
29250cf0a3003a822d0a2fed134c9548,Roding,Roding,Redbridge,GB106037028180
292937a326ce2057e69da41268fc7f2a,Lee,Lee Navigation,Enfield Lock (OAP Fishing Match),GB106038033200
292a718aec85833a9861e8e384dd9b75,River Derwent (Yorkshire) tributaries,Rye salmon riffles,Duncombe Park (Riffle at fish rescue stock point),""
293611ae5472e418a7a1d70474d2738f,Ouse,Glynde Reach,Glynde,GB107041012510
2937fd616224b5ac2e4c07348fd04431,Bure catchment,Ant (upper) and NWD Canal,U/S Briggate Mill,GB105034055710
293b1041d249a517cb0bf3edb3326b47,Exe,Creedy,Kennerleigh (Sp)*,GB108045014910
293c26ac39f161654628d426c36e344f,Mersey,Eagley Brook,EA01.5,GB112069064570
293f8cd13b1cb2599d5dff98e2d5e1ac,Nene Catchment,Below Wansford,Ailsworth D/S of BC weir,GB105032050381
29437f8c7ad086292912b33325ee966a,Witham Catchment,Trader/Maud Foster Drain,U/S Boston Golf Club,GB105030056790
29502633dd49735e1242efa471c6d5d3,Weaver,River Dane,DA08,GB112068060180
2950e2330872d2f7036e02fca7f8f358,River Bela,Peasey Beck,Swarth,GB112073071090
295415a76aa7ba154dd5e8fff6dfc826,Ouse,Glynde Reach,Downstream Beddingham,""
2956cc2fcf9dc03cb886d4d61586ad12,Middle Level System,Counter Drain,SLS Weed rake 3,""
2957d17cda21cf1f6a84d04d4d80840e,Fowey,Main Fowey,Trezibbett,GB108048007650
295a6cce4ff51ca7f71982472c9e33f4,River Kent,River Mint,665.00 Mintsfeet Trading Estate,GB112073071370
295c07083292595dc12158eb3c442c2a,TRENT,WREAKE/EYE,Thrussington,GB104028047550
295cc92ec304042cd35bfdbce466055a,River Tyne,Simon Burn,Simon Burn at Nunwick Estate,GB103023074810
295f35c8641a23f49e1454b0b4387a36,River Coquet,River Coquet,River Coquet at Felton Village,GB103022076690
296bbce41ff5751cb569e55401937594,River Tyne,River Rede,River Rede at Picnic Site,GB103023075260
296c979a01597beab57d9d4c43dd8937,River Wear,River Wear,Burnhope Burn at Wearhead,GB103024077430
2970d0763832f408f5a7ce867fb42d13,River Loddon,River Loddon,Wildmoor Farm,""
29757fb19097e4c8d2debb26a059cb8d,Gowy,Gowy,GO07,GB112068060280
2978fe7e13c9c34e384a6b7343c0a80e,Somerset Area,Main River Yeo,D/S Sherborne Lake (Te),GB108052015630
29829f1ce0f16dd665134262ca862398,Lee,Flood Relief,Rammey Marsh Sluice - David Stoker,GB106038077851
2986a2987f43baec7a416c754fa612f0,South Lakes Minor Catchments,River Winster,U/S High Mill,GB112073071440
2988bd4cb9f19437f78335cb7e3a5fb5,Warwickshire Avon,Bow Brook,Priest Bridge,GB109054043711
2989c2b6aba4ba3cfe1b48de7e77df53,Middle Level System,Kings Dyke,Whittlesey,GB105032050382
298aad018500473d16a9fdcafb2e8769,Dee,Alford Brook,Coddington Brook 281,GB111067052120
298e30aea73ce37fdd34cfc7ff335d39,River Crake,Langholme Beck,Lowick Hall,GB112073071190
29983385b553fc1015c74876955923a3,River Severn,River Chelt,"Prior's Norton, habitat scheme",GB109054032820
29a5582ac27569a9e5702ea6140d320f,River Wear,Bedburn Beck,Bedburn Beck at Redford,GB103024072710
29a8fff2155f5f635409f03e84492d01,Tamar,Main Tamar,Gunnislake Weir Index River Fish Trap,""
29abcfaf5462f802c3ccb6ad7f4edae7,Bure catchment,Waxham Cut,91,GB105034051360
29ac8574432967b149842916fdfffb1e,Bristol Avon Catchment,Brinkworth Brook,Brinkworth,GB109053027740
29ae67876007c7ec6282f6777c91b430,River Severn,Tach Brook,u/s A46 Europa Way,GB109054043740
29aed2a170cb66e23bc7c0e9f8b0ffbe,Somerset Area,Main River Yeo,Yeovil Bridge (Te),GB108052015681
29b14daa9801b6c2204aac6f04889cca,River Ribble,Alum House Brook,Old Woodfold Farm,GB112071065300
29b194dc8ee87083805710725592b5d9,Ancholme Catchment,Great Eau FMU,Barfen Farm,GB105029061660
29b872c6fe7b00c7da316abbc6c436ab,Itchen,Itchen,Bishopstoke Lock,GB107042022580
29bc88f727a37404c03b721a2265dc8b,River Severn,River Itchen,Long Itchington,GB109054044110
29bf357a3dca10d2efd3965c00e0de3b,TRENT,MEDEN,Perlethorpe Gauging Weir,GB104028058060
29c436730259f8e9e159e6b85a1909a9,Border Esk,White Lyne,"2207.00 White Lyne, PTC Black Lyne",GB102077074210
29c471f8c4f9ce58e86c5b109ffa8c98,Stour,Main river sites,Muscliffe,GB108043011040
29c478dc950a49798427fe719edb3ee1,River Keer,Swarth Beck,Pedder Potts Reservoir,GB112073071250
29cd801cf11de7fdc87a70c5e4d80f02,River Aire catchment,Winterburn Beck,Winterburn Bridge,GB104027063120
29d3a6f932818ee8cd27fcc1c74b3c17,River Swale tributaries,Marske Beck,Marske Beck at Marske,GB104027069140
29d5bfc825f6e6c04664b53dc106ded6,Exe,Rockbeare Stream,Younghayes (Sp)*,GB108045008780
29dadc0797543547f4c3c16b5a7cbd96,RIVER ANKER,RIVER ANKER,D/S Abbey Metals,GB104028046430
29e16394a90c70a8cc3268380d6502b7,River Swale tributaries,Gill Beck,Gill Beck at Downholme Ford,GB104027068980
29e5d8097eded36e96e2cb88a45cf3a5,Witham Catchment,U/S Tattershall Bridge,Kirkstead Bridge (Witham),GB105030062420
29e7e4dc9332d9b479f74277ca1788ac,River Don catchment,River Sheaf,Millhouse Park,GB104027057750
29e98e2adec2c0f49aa3e6faf3fde433,River Derwent,Dash Beck,1581.90 Dash Beck,GB112075070530
29edd8dd5b408ef76c5206ba95a056ec,Bure catchment,Rollesby Broad,581,GB105034050860
29ee452350c2300aade59db6fdbec63e,Bristol Avon Catchment,Brinkworth Brook,Knights Farm,GB109053027740
29f8b69ce1d550ec7f13f3915c63d354,Itchen,Itchen,"Abbott's Barton, Five Hatches",GB107042022580
29fb097d74ccf0190c0bbbb4364a2484,Taw,Main River Mole,South Wood (Sp),GB108050019970
29fd459764e1b5506794efe82ea5ff2c,Mersey,Hollywood End Brook,HE03,GB112069060960
2a00b1bb4704abe59e666ad07d8cc676,River Severn,River Teme,Ashford Carbonell,GB109054044510
2a05d108634fd2da5fa28305fa7974a3,River Eden,River Eamont,1207.00 River Eamont,GB102076071020
2a070be867134a346ff399b15c05f0e7,Ancholme Catchment,R.Ancholme Subcatchments,Peaseholme,GB104029061860
2a0880c72394d1583d9a81382d1546cb,Lee,Mimram,Nanny Ford,GB106038033270
2a0a0872a696fbd6cf278cdb00e34e29,River Derwent,River Derwent,1538.80 River Derwent DS Camerton Church,GB112075070520
2a0b2ed961628992c5b7036380875c4a,River Waver,River Waver,"1352.50 U/s Cowslaw Bridge, River Waver",GB102075073440
2a0fe749fcbfd697743d81854871d572,River Don catchment,River Went,Blowell Drain,GB104027063360
2a1047406626568b1265ad6aa35aba23,Somerset Area,River Alham,Batcombe,GB108052021160
2a1491ff5de2e10613481e9c2449ca5f,Gowy,Milton Brook,GWMI04,GB112068060290
2a164b590ced9d7ebc743c38f0aef79c,Thames,River Pang,Stanford Dingley,GB106039023300
2a1c4a36bbd21e39682427a1efc3f361,River Eden,Crowdundle Beck,"1069.00 Millrigg Bridge, Crowdundle Beck",GB102076070950
2a20c59f86b71367a4da318866065aaf,RIVER TRENT,RIVER TAME,Lea Marston 2005 on,GB104028046440
2a2dde47df243893e991e836cdf54d3d,Nene Catchment,Above Wellingborough,Cogenhoe Back Channel,GB105032045050
2a2ea0faf2cb2183aa34ad089bc610a3,Welland Catchment,Chater,U/S Fosters Road Bridge,GB105031050440
2a34b6293f9043b47ff8bd7fde11e224,Wye,Arrow,Monkland,GB109055041840
2a362ae4bc41c33fb0fec6fdba698a6f,Tamar,Main Thrushel,Great Burrow,GB108047008010
2a3870edf776b3a1309768a22d79b388,Bristol Avon Catchment,Charlton Stream,Crab Mill,GB109053027750
2a3a3722368faca0b682b8301b647356,River Ribble,Hareden RSA/HMWB 2010,3H,""
2a3f4287b9ffa471fd1651c03dcbbf6c,Stour Catchment,River Stour Upper,Little Thurlow,GB105036040980
2a45ed2cc66980f93d19ef9c6bfdc796,Border Esk,Dawston Burn,"2167.00 US Saughtree, Dawston Burn",GB102077074530
2a48349d6bc2609de2ebf83312a0224b,River Mole,Nutfield Brook,U/S Kings Mill,GB106039017590
2a48f90df08476603455ffc5eda3cce2,River Thames,Cookham - Boulters,Hedsor Weir Stream Cookham to Boulters,GB106039023233
2a491b8bfb277e5e974f8b4d4d1472cb,Middle Ouse,Ivel,Sandy,GB105033038170
2a4cf96ffec8580dd0ad24048e7f0020,River Severn,River Frome,D/s Eastington Trading Estate,GB209054032450
2a556c9260bac6e203a445d47bad02ee,Northern Burns,Ross Low,Ross Low,GB103022076480
2a577433dcc73bb7453f4a3d5dff0f2d,Hull and Humber Catchment,Elmswell Beck,Cowbridge,GB104026067080
2a60efea0bdea3b835dc9000f7170880,River Calder,Scargreen Beck,"1859.20 PTC River Calder, Scargreen Beck",GB112074069730
2a63a44baef1db913f4130ee470b35e5,Thames,TWARP reaches of the Thames,Culham - Clifton Hampden (Middle),GB106039030334
2a67bba51d515fb5fa7bff11eade04cd,Welland Catchment,Gwash,U/S Ryhall STW - Flow project Site,""
2a6c3bc67b1e8d952276ad433b429be1,River Lune,Wasdale Beck,A6 Bridge,GB112072071810
2a6e6adf10ff0fa8e93388ebf2834f4e,River Derwent (Yorkshire) tributaries,River Derwent (Yorkshire) tributaries,Low North beck,GB104027068040
2a70bad96b11a6e525c41d6989d55a4d,River Thames,Marlow,Marlow 1B,GB106039023233
2a73540cf2da808f12b376c0d247c493,River Tees,River Lune,"SAP/BT Annual, River Lune - Caravan Park",GB103025072330
2a741bca8c02ab99f637f4925bce1e2e,Otter,River Otter Sites,Royston (Sp),GB108045015120
2a7717c99e0e371d1f35bd03aceb8a0e,Wye,Humber brook,Lower Docklow,GB109055041920
2a7fa6bc10faad7f62b2598eae0c8726,Northern Burns,Northern Burns,Waren Burn at Spindlestone,GB103022076440
2a83e8922bc0e1a82bdb34481ecd084a,River Severn,Warwickshire Avon,u/s Bretford - Bretford Layby,GB109054043920
2a921a227022f4e8fc236a220e8af766,River Ribble,River Yarrow,Charnock Back Lane (M61 bridge),GB112070064951
2a95d9989720ad5972bcca016d9d7253,River Severn,River Cam,Draycott Mills,GB109054026550
2a98704f375665ced3e006f2457f99af,River Tees,River Tees,"BT Sentinel, River Tees, Cronkley Bridge",GB103025072510
2a98c2423e7dd7e958924c24dbd5c750,River Eden,Summerground Gill,"1322.95 nr Greystoke Church, Summerground Gill",GB102076073992
2aa329c175f37f30106860300a18629a,River Esk,River Esk,Sleddale Beck at Footbridge,GB104027068170
2aa3a9afdeb5ae0d4b2ad4715d0bb65d,Upper Ouse,Padbury Brook,Coombs Farm,GB105033038220
2aa52eb65ee98b59f3159b49672b8eb2,River Tyne,South Tyne,South Tyne at Beltingham,GB103023075530
2aa58d4e786332e2c42db0a97e3c430b,Western Rother,Western Rother Tributaries,Duncton Mill,GB107041012810
2aa869443e402b41fd9762fc351e4223,Warwickshire Avon,Tirle Brook,Aston Cross,GB109054039810
2aabd1540d6a5b8c3eced8ce9e94d279,River Ribble,River Ribble,Near Anley House,GB112071065611
2aac2808c51a49a026110bf5f38fbf31,Bure catchment,Horsey Mere,84,GB105034051360
2aaf84191e1c38effb04262ca9418596,Weaver,River Dane,DA14,GB112068060190
2abdd344d8de14b66e8e1dd04ecb7adc,Lincolnshire Tributaries Sites,Cringle Brook Tribs,Skillington,GB105030051560
2ac1b3087cc50b8d09022b053ef650b5,Frome,Main river sites,Whitfield Farm,GB108044009690
2adb955008d71408e4a37191b5cd05dd,Lincolnshire Tributaries Sites,Carr Dyke,Walcott,GB105030056200
2adf2171be26937c83bb3494fca13932,River Tees,River Tees,"SAP/BT Annual, River Balder - Cotherstone",GB103025072240
2adf8ebd4d6508473ac91ec763d05756,River Ehen,Black Beck (Kirk Beck tributary),1889.50 White Mare Hotel,GB112074069970
2ae12af4f35871fd4fd927043c477fb6,River Ribble,River Calder,Foxcroft,GB112071065120
2ae97badbfa97a0ee228429f63ae1c58,Par,Main Par,Bridges Moor,GB108048002310
2aee27b33f1e9eb66a1ae4b665900b47,RIVER TRENT,RIVER MEASE,"Stones Bridge, Clifton Campville",GB104028046560
2af513baf083427223eed5d7ac1ffbe0,Fowey,Brighton Water,Church Bridge,GB108048001450
2b04d10d5df46a19dfc006394a77157b,Cam Catchment,Shep,Mill Farm Fowlmere,GB105033038080
2b0cce7547b94298c66d088bfc2af3ea,Wandle,Wandle,Waterside Way,GB106039023460
2b12cf994fc60f7bee51025add5a34de,River Ure Tributaries,R. Tutt,Staveley NR U/S,""
2b1c6415420678d80352068c36d2457a,Teign,Blackaton Brook,Ash Bridge (Sp),GB108046008580
2b207c14ba0f931a117e8fd7801d0f1f,River Derwent (Yorkshire) tributaries,River Rye System,Ladhill Beck DERBT47,GB104027068580
2b27e03fff07228dfc54d7fc8584de8e,Avon (Hampshire),River Nadder,"The Avenue, Tisbury",GB108043016200
2b288efcacf851f5c8465485df349ff6,River Tees,River Tees,"Temporal Coarse, Clow Beck - Monk End Farm",GB103025072100
2b2deaa6a736064621758bcc94aac457,River Ure Tributaries,R. Skell,River Skell (Whitcliffe Lane),GB104027064130
2b34443ec9268ceccc0314a9bd343a50,RIVER TRENT,RIVER BOURNE,Dandy's Farm,GB104028042480
2b35d8505da70e3471e7cd181323e220,River Waver,Holme Dub,"1345.00 Langrigg Beck (Holme dub), Langrigg Bridge",""
2b3d39c5d5e7c83646594c0d2116f187,Wensum catchment,Foulsham Water Course,"Foulsham, Brandhip moat bridleway",GB105034055850
2b3d4db592fbd8bcbd5f75014c82440e,Witham Catchment,Lymn FMU,Stockwith Mill,GB105030062430
2b4929c6677a347ba50042f99aee73d3,River Lune,River Clough,Clough Cottage,GB112072071820
2b4ba661d0c4c0805eb90f78798ed772,Exe,Halberton Stream,Moorstone Barton (Sp),GB108045014960
2b51189c69b2d3cd2885355d20699033,Lee,Lee,Manifold Ditch,GB106038033240
2b58084b67a7b699b994d8f4be954f19,River Ribble,Poolstock Brook,Below Flashes near Helmsman Way,GB112070061610
2b67d055400e418ca089074567a11a08,Wye,River Dore,DS Peterchurch Bridge fish rescue,""
2b68dc079a24ad0a5a32dfd0712f5777,River Lune,Bull Beck,Bull Beck at Caton,""
2b69ae66a6b4420202d102af9d1a1fcb,River Calder catchment,River Ryburn,Bar Lane (u/s Booth Dean Clough) (WR),GB104027062540
2b6a06f6489f6fb55c63c0455820ed8c,River Bela,Beehive Beck,U/S Spate Bridge,GB112073071100
2b6e1624fbdd74b9547c0ea924ca797e,Thames,Hamble Brook,Site 2,GB106039023720
2b730fbadd45683f7c49806b6f37d144,River Aire catchment,D/S Brewery,Woodhouse Road - Site 2,""
2b86b012b34ad6de54b042f020c8b3d5,Itchen,Itchen,"Shawford, upstream of Norris's Bridge",""
2b8928c6b038b7d2229d8a20196d5c96,Tamar,Main Lyd,Coryton Bridge,GB108047007750
2b89532da0f12e31faa8ef1443e48b99,Stour,River Cale,River Cale u/s Hawkers Bridge,GB108043015850
2b93386b07fbe972f99187a7001a6f8f,Mersey,Glaze,GLGL10,GB112069060760
2b9e664033dd6241a3769b1a038b38ab,River Derwent,River Derwent,"1536.00 At Great Broughton, River Derwent",GB112075070520
2ba23d3c2bf17eb9176a233096fb7652,Dart,Harbourne Investigation,U/s Dam (3 run)*,GB108046005170
2ba428a533580f04f8fb9c657410c681,Avon (Hampshire),Linford Brook,D/S of Ford,GB108043015720
2babfb31acb9b9139ca79d8d5459646c,River Severn,River Arrow,u/s Arrow Mill Weir,GB109054043680
2bb081b037ebbd66fd91e43edf79727b,Mersey,Hollywood End Brook,HE02,GB112069060960
2bb22fb9e27aa94d5d7a244ef4c29346,Mersey,Woolston Fish Trap,2005,GB112069061010
2bb421cd7c693bcdc523cdfc33e623e8,Witham Catchment,West Fen Drain,Bettinsons Bridge,GB105030056340
2bb5be9d4ebe09dc1dd6cc467cb00090,Poole Harbour Streams,Corfe River,Corfe Castle,GB108044010020
2bb95ccd595e5f3fe8eb4655e9585669,Somerset Area,Broughton Brook,New Barn Farm,""
2bbac2979b36befaeef9bd0f4c18eb00,Hull and Humber Catchment,River Hull,West Beck Downstream Ryders Weir,GB104026067040
2bc533ce2cf424bc12dbc3a01249c35d,Tamar,Main Carey,d/s Middle Bridge,""
2bc54952f9b90e200bd4d2ddef8c7ff4,Taw,Knowl Water,Knowl Water Bridge (Sp),GB108050020020
2bc6b3d47f62bebe16b5fbd2c8c2334c,Lake Surveys,Lake Surveys,Poppy Hill,GB105033037780
2bc6bde3e73c590f1008fd0d5e7f9c10,River Bela,Barkin Beck,Green Lane,GB112073071080
2bc895c4fdc1a48d3775761767e9aedb,Fowey,Main Fowey,Lower Langdon,GB108048007650
2bd11eab9e82f2515521838dd0b5d298,Torridge,East Okement,D/s A30 Road Bridge (Te),GB108050008100
2bd3c6e5d02d53afd882026723dad744,Teign,Rookery Brook,Vets,GB108046008540
2bdb2b3569db410cbe1858627a7b95e1,Roding,Roding,Piggotts Farm M11 section,GB106037028180
2bdc22d66d6af894e4ed4b4b7b35b85a,Stour,Main river sites,Cowgrove Weir,GB108043016050
2bde9a513030b4b86282d24437b4f45e,Lee,Broxbourne Mill Stream,Carthagena Fisheries,GB106038077851
2be11510355003aec766f6d9c3f11a68,Weaver,WEWE30,Red Lion - Winsford Bridge,GB112068060460
2be3a9f462d7ff10b73ff21e02be9c6e,River Tyne,River Allen (East & West),River east Allen at Catton Bridge,GB103023074710
2bed6344d8dee0baacbf7fb248106531,Avon (Hampshire),Ditchend Brook,U/S Blissford,GB108043015770
2bef7610146da82a2aefaa7fc1ac1640,River Severn,River Clun,Clunton,GB109054043990
2bf21d9d4f45b45c9bbe6b4f1bb648cc,River Don catchment,Little Don,Upstream Underbank Reservoir,GB104027057460
2bf2daa51900b45c14c6735cd3060242,River Sark,River Sark,2252.00 Springfield,GB102077074180
2bf31e6250b8ea54602c2835cc7bddce,Wye,Lodon,Stoke Lacey - red carded,GB109055036660
2bf3a7dd8b1453742d7671c538b62490,Tamar,Main Carey,Carey Barton,GB108047008040
2bf4ef712001a48f35b8ead1da302c0d,Thames,River Kennet,D/S of Fraudes Marina,GB106039017420
2c00fab8a1b4b747d1c22cccd559fd0f,Upper Ouse,Great Ouse (Brackley to Newport Pagnell),Wolverton Mill,GB105033037920
2c07979b9852694a1f2756ec20b54d94,River Tyne,Red Burn,Red Burn Tributary U/S Bridge at The Riding,GB103023075730
2c0aaf3c739f7b5619ce1d20116d3f87,Bristol Avon Catchment,Maiden Bradley Stream,Seven Acres,GB109053022090
2c0aea85db0faeaa10eb13923e2fac54,Wye,Stretford brook,W202,GB109055036580
2c0ba620f42ca9d6079db325d5fcc66b,Wandle,Wandle,Guy Road,GB106039023460
2c17d9dbfb7c5c6a683dc4534c462d04,Somerset Area,Cheddar Yeo,Cheddar,GB109052021540
2c22a4f1ff84a0badbdd997869f09c7d,River Swale,River Swale,Myton Grange,GB104027069590
2c2927c2724fece4be70a67f5c277e02,Wye,Lugg,Upstream of Aymestry Bridge,GB109055042030
2c2a30f227e275bf71b9a71df0fcf935,Medway,Hammer Stream,Buckhurst Farm d/s Weir (Site 2),""
2c2c232bf95f2f2f0d7fd220cebb77b3,Frome,Main river sites,Martins River Island,GB108044009690
2c3338eee9dcd9201d5c5d8da22d2a7c,TRENT,AMBER,Ashover Hay,GB104028052380
2c33ad7bbdcba3768eb03137d5a07493,River Ribble,Pendle Water,Wood End Lane,GB112071065490
2c38258468f987fc0c79b546c25f5c01,Coastal Streams,Newlyn,Little Sellan,GB108048002090
2c39bf20dd574689a40dd39abeb01a81,Tamar,Tala Lake,Eggbeare,GB108047008000
2c3d564ed2233869f6167b5410fef78b,River Severn,River Swift,Lutterworth Golf Course site 2c,GB109054043940
2c3db8c4181172e83df06e988ebedc66,Middle Level System,Pophams Eau,Croft House Farm,GB105033047700
2c46322459c3631bdd55a2af2f2bb1fa,Medway,Weald Stream,Stidolphs Farm,GB106040018150
2c4818ad5f8381e8c2646ac36c3c68a1,Somerset Area,Main River Axe,Ford,GB109052021520
2c4f1c9b4c6cd8537faeba28f314735d,Somerset Area,Main River Sheppey,River Farm,GB108052021170
2c5b6623d3616c58a10b8bea8cac4a8b,Ancholme Catchment,Long Eau FMU,Walk Farm,GB105029061670
2c5e5e82a4de427e5b12c1530c553d7a,River Calder catchment,Fenay Beck,Oxfield Beck Routine Site,GB104027063340
2c62516dbdcdb844ddf4e3583e3f3f97,River Eden,Trout Beck,"Site 5 US Weir, Trout Beck",""
2c676a9418ee4c09e7401535218fb38b,River Tees,River Tees,"SAP/BT Annual, Gill Beck - Gill Beck Bridge",GB103025072560
2c6d8175736cf118b702c7d213f1e433,Dart,Cherry Brook,Hr Cherry Brook Bridge (Te),GB108046008380
2c72c816e57e6eb67e0c441662bc5a95,Adur,Black Sewer,"Kings Barn Farm, u/s STW",GB107041012040
2c7ac05a124849b47436b2413db0c1de,River Derwent (Yorkshire) tributaries,River Seven,R.Seven at Barugh Bridge,GB104027068440
2c7bebc24e0ef658dd3502e03e7f8066,River Bela,Peasey Beck,Blayston Bridge,GB112073071090
2c8ad7d92aa1ab3514f84460517175ae,Witham Catchment,U/S Boston,Kirks Farm R/B (Witham),GB105030062420
2c8c9e6aa56cbbfcb1c8eb789d969b72,River Tyne,River Allen (East & West),River east Allen at Wide Eals,GB103023074710
2c98ff7c9d540fe7dd67a938439f3058,River Wyre,Westfield Brook,Westfield Bridge,GB112072065800
2c9e037a5dced030b5c7d3135357419e,Teign,Bramble Brook,Shortridge (Sp),GB108046008490
2ca5943c1404f39cc682f3089b271df1,River Leven,River Rothay,Rothay Bridge,GB112073071140
2ca841107d1e24c7128e0107bef37d43,Witham Catchment,Medlam Drain,Frithville,GB105030056790
2ca955a77404bdbc984119b8e2944711,Bristol Avon Catchment,By Brook main river,Gatcombe Mill Brook,GB109053027500
2cab7356c33c42611337e5483f486339,River Wear,River Wear,River Wear at North Wood,GB103024077460
2cb4b5b6369670066bfc89f8ab222102,River Calder catchment,Black Brook,Penny Hill (WR),GB104027062570
2cc0b368fa4ea78cc10ea20ab502872f,North East Eel Sites,River Coquet,Longdike Burn - Eel Site,GB103022076550
2cc32a0ac4cdabd56dd23e0e7dbcc036,River Tyne,Scaup Burn,Scaup Burn 2,GB103023075310
2cc38c450ffd77ff6165a4dd12431298,Lee,Lee Navigation,Hertford Basin,GB106038033240
2cc9c1eb9ad32b024a918bb8afd10506,Bristol Avon Catchment,Charlton Stream,Tanners Bridge,GB109053027770
2cd1120e8d0dc2fceba5e141d53b6d9c,Warwickshire Avon,Carrant Brook,Beckford,GB109054039850
2cd24374ba33fd08e7037354ad1ba29b,Somerset Area,Division Rhyne,Lower Godney,GB108052021170
2cd4aca5347a609108df662c69e37cbb,Camel,Main Allen,Lanteglos,GB108049007050
2cdb16e21d6151ed31a830dafbea4b00,River Ribble,Waddington Beck,Waddington Village,GB112071065612
2ce1606867c020202375eb35d6e2a1be,Somerset Area,Halse Water,Kings Moor (Se-03),GB108052021380
2ce360542ec4fc3e350fbf5eb7a32109,River Alt,River Alt,Woolfall Green,GB112069060580
2ce5655d5579b75b1d0ac19570a729da,Helford,Constantine,Tresahor Vean,GB108048001870
2cef8ed15cc819bc10ce2cef03bd7af9,Stour,River Cale,D/S of Five Bridges,GB108043016120
2cf3b400c700dd47dd4d8d36198f3b03,Colne,Alleviation of Low Flow (ALF) study,Isle of Wight Farm,""
2cfc1313451c630c4576594c014741ac,Witham Catchment,R.Slea,Manor Farm,GB105030056710
2cfc34072db52160a1fc858fa1207be6,Ancholme Catchment,Kingerby Beck,South Gulham Farm RB,GB105031050580
2d0650e4ca4d9aeefdcc9590d1072563,Witham Catchment,Billinghay Skirth,U/S Sleeper Bridge,GB105030056180
2d06c03c25faebaec2464c2750e6050d,Tamar,Main Deer,Babington Bridge,GB108047013880
2d0b90649f5505fb4961e3e00764827a,River Swale tributaries,Cod Beck,Cod Beck at Thornton le Beans,GB104027069010
2d0b9ebe4bdfe6c0c194f671baa1f511,Piddle,Piddle,Southover Farm,GB108044010080
2d0d0b9855d5f34904e048e96fbd84a0,The Gara,The Gara,Higher North Mill -(Sp),GB108046004930
2d0d0bbd345f416c9ab0d9ad844bdfc2,Ouse,Ouse,U/S Lindfield Bridge,GB107041012720
2d0e876ddc0c38e22493be202dc9c3ad,Ancholme Catchment,Long Eau FMU,Three Bridges No1,GB105029061670
2d104bdbccda560199d802a0f3abe71a,Teign,River Teign,Preston (Dip)*,GB108046008430
2d10c6428600c6c849f248849c7ad848,Coastal Streams,Tintagel Haven Stream,Tintagel,GB108049007130
2d13932c7706dfdd44212845e04fc40e,River Blyth,River Pont,Robsheugh,GB103022076890
2d154049ed7ed9223bbcd00429897dd8,River Wharfe tributaries,River Skirfare,Skirfare Bridge,GB104027064180
2d193eb42478a6057a87090e50174aa7,Gowy,Gowy,GWGO23,GB112068060250
2d1e9114fa96cb22efbdd62617f63b68,Colne,West Drayton Mill side channel investigation,Top channel WDMSC,""
2d21880daff2cd3f0a5ab8df29fba37b,River Eden,Powmaughan,"1181.90 Beck Bridge, Cumwhinton",GB102076073910
2d23869a00af356626a1f3af0319c6e7,Warwickshire Avon,Littleton Brook,Blackminster,GB109054039430
