id,top_tier_site,site_parent_name,site_name,geo_waterbody
730c0b4834cf3569898d3d619b94bf55,River Loddon,Whitewater,Bartletts Farm,""
73131d9b67deec005f84b70185be873f,River Thames,Old Windsor - Bell,Upper Old Windsor Main Channel,GB106039023231
731370b1a57cf15f2991deebb9dc7bae,TRENT,LOCKINGTON BROOK,Lockington,GB104028047212
731f1f4efd54b4111364cf117eccc0ef,Thames,River Evenlode,Foxholes,GB106039029960
732049f7b83b5664d13d22a77bc14b42,Wensum catchment,Wensum (central),U/S Elsing Mill,GB105034055881
732162e02316f722402880d53694fd09,Wye,Arrow,W099H,GB109055037112
73257774974858f5fb02b13d1dc40505,Mersey,Eagley Brook,EA04,GB112069064570
732be41ba80fb36d92cbf3275118eb90,Exe,River Troney,North Down (Sp),GB108045009270
73324709491f74947dc7a6529d5383db,Ancholme Catchment,Trusthorpe Pump Drain FMU,Trusthorpe Pump North,GB105029061650
7334f7acbf4f31aeb9b2e880c219c80c,Bristol Avon Catchment,Broadmead Brook,Lower Shirehill Farm,GB109053027490
733accdc0485c8b8f4c27abc6bfb27bf,River Severn,Minsterley Brook,50m ds outfall,GB109054049480
733b56656383271ef4ae5878da13917f,River Calder catchment,River Colne,Slaithewaite park footbridge,GB104027063330
734444add80b134481cdba76bd42b024,Orwell Catchment,River Gipping (Main Reaches),Bushmans Bridge,GB105035046280
7348beaf2d26d7a8b5e51274a701b923,River Derwent (Yorkshire) tributaries,River Rye System,R.Rye u/s R.Seph,GB104027068580
734a20e2cd9b2b780720468884f35aeb,River Severn,River Stour (Worcestershire),Tesco (Kidderminster),""
7352ed998f0e942be54ebbf6580993ef,Somerset Area,Whitelake,Worthy Farm,GB108052021170
7357ec4b8951b8de26b25aab8bb36273,Test,Test,"Stockbridge, Marsh Court",GB107042022670
735c716998c672f7e8a0efa9b9bab668,River Severn,River Alne,"Claverdon Brook, Bearley",GB109054043810
735d5ff18c41002df7a428a786ebaf4f,River Severn,Severn  - Confl Vyrnwy to Bewdley (main river),Hifnal (riffle),""
735d9793f7df1fe2c4a9b02d787cc496,Thames,Ampney Brook,Ampney Brook - Ampney St Peter,GB106039030300
73619647542b2740a0449ed75ae1a2de,Upper Ouse,Tove,Bozenham Mill,GB105033038180
7365224733d71dd839f18024aca0aac0,Weaver,Ash Brook,AS01,GB112068055450
736bc08f0a2c47de58c2d49131ed0de1,Lower Ouse,Cut-Off Channel,Hilgay Bridge,GB105033047650
736df4c6e8c4e1cc530e3aa7c077d328,Colne,Colne,"Longbridge Way, Uxbridge",GB106039023090
736f6b94ba81e1a9e605801c8d2832c3,River Lune,River Rawthey,High Wardses,GB112072071830
73712210188828928309a71045dd08de,TRENT,EREWASH,Trowell,GB104028052480
7376a01f117fa591c3c72c7bae9d5871,RIVER TRENT,Saredon Brook,Wedges Mill D/S Bw Abstraction,GB104028046740
73775542e722699ad96c5f141f2f3f8b,Carrick Roads,Main Allen,Ladys Wood,GB108048002370
737b63aac94080e9b5fdc44fc6a00ed5,River Severn,River Strine,Crudgington Moor,GB109054050150
737c1e3a21ee4ec2db90b092e0ca5a10,River Kent,River Kent,US Girder Bridge,GB112073071390
737d67933c6711407d535c3875c0523c,Warwickshire Avon,Bow Brook,"Bow Wood, Crowle, u/s WRW discharge",GB109054043712
738195910b5d22873317e4032bf1327c,River Ribble,Bashall Brook,Roadside,GB112071065520
7382cfac63f60363712e23016c8893cf,River Eden,Hoff Beck,"1042.50 Nether Hoff, Hoff Beck",GB102076070820
7383d63d0ec3c1d481d20899e93791a5,Stour Catchment,Old River Brett,Swifts Manor,GB105036040760
738827a4db04b4e9699f3d2365a97bdf,RIVER TRENT,RIVER DOVE,Doveridge,GB104028052420
7397fd917317403542ecd01466c311ce,River Swale tributaries,Cod Beck,Cod Beck at Dalton,GB104027068820
739daeaa7692967d4257187e15be7381,Welland Catchment,Jordan,Braybrooke,GB105031045600
73a1c38d189aca6b7b869f45ff73269a,Exe,Main River Exe,U/S Barle/Exe Confluence (Dip),GB108045015060
73a1f4970f651dca294f18d67ce73c87,River Cut,River Cut,Scotlands House,GB106039017680
73a39a38ac670d90d6176c771348f9fd,River Severn,Rea Brook (Shrops),Malehurst,GB109054049540
73a969990af7f23d924926c9a123ef6d,River Tees,River Tees,Ormsby Beck - North Ormsby,GB103025072210
73b15069e6716b05d434e6fcaa4187aa,Mersey,River Goyt,GYGO06,GB112069060960
73b1844f6849a4eaee7797ec1bcf08a7,Lincolnshire Lakes,Lincolnshire Lakes,Cleethorpes Boating Lake  B 2004,GB104029062110
73b78372a5e72d21ecb1df4df42e18c0,Thames,River Leach,Common Fm. Barn,GB106039030040
73ba8b5955128d4f492151725f5b5689,River Severn,Painswick Stream,Stroud u/s confl. canal,GB109054032460
73c223a23895fe57fe52519169407698,Warwickshire Avon,Dean Brook,Dean Brook,GB109054043770
73c4dd99104e0939de45617bf6efa93d,Upper Ouse,Great Ouse (Newport Pagnell to Bedford),Biddenham,GB105033047923
73c9250a28ea0dfdfbf12dcf39ff465b,Border Esk,Border Esk (upstream Ewes Water),2056.00 Billholm Burn,GB102077074460
73c93bda7ef1653fe392d894e5f61dac,River Severn,River Lyd,d/s Lydney. Railway bridge d/s to canal,GB109054032640
73ce572a9b58d436ad51958067932585,Mersey,Lydgate Brook,LY01a,GB112069064720
73cf40c390a5c0f827015e0854ebfc2f,Middle Level System,Middle Level Main Drain,Parsonage Farm,GB105033047740
73d01b51ab86ca0c3fb7e56916eea224,TRENT,DERWENT,DS Calver Weir,GB104028057880
73d09a0577c3c543da45e50bd6380b35,River Mole,Mole - main river,Povey Cross Enhancement Scheme,GB106039017510
73d5a6ca232629a8bcbe58b0b86b66e3,Hayle,Hayle,Rellubbus,GB108049000380
73d6e800282dbda486215f1cca65b22d,Itchen,Itchen,Rickety,GB107042022580
73d7e8665d14a975b51f81dc33c7d38d,River Lune,River Rawthey,Narthwaite Farm,GB112072071830
73dcba989acb7b166ae7e04eb2d80850,Cam Catchment,Granta,Bartlow,GB105033037810
73e20cb899d6a22a521caf1ab48315e5,River Severn,Shrewsbury Town,County Ground to Welsh Bridge,""
73e9831b10af30266354efb90127a232,River Mole,Rythe,Couchmore Avenue,GB106039017650
73eaaeeecadc58867010c12eb32740e8,Colne,Colne,Denham Court,GB106039023090
73ecb55aeed8880897c1f00c87c8aade,Thames,Sor Brook,Banbury  Golf Club,GB106039037250
73f3dda4ffcb86a41d76c05c683b5644,River Lune,Barbon Beck,Three Gills,GB112072071700
73fad2d66f473a5a15a5a99ea151dbd3,Lincolnshire Tributaries Sites,River Rase Tributary Sites,Tealby Thorpe,GB104029062130
73fb9ec2990b7f74c8b4737ff0ae3a21,Carrick Roads,Main Gwindra Stream,Tregargus,GB108048001350
7402892aa168e20656a399ec4a44121b,Bure catchment,Tidal Ant,U/S Wayford Bridge,GB105034051330
74066b75026518fdff2677832b49646b,River Wyre,Joshua beck,D/S Road Bridge,GB112072065821
740ab0f447d4ecf2e1c8af5f4350d386,Somerset Area,Huntspill/South Drain Catchment,Sloway Lane,GB108052021210
740ab57ef632c1eaafc71377907c5c3c,River Leven,Stock Ghyll,343.00 Police Station,GB112073071140
7410730524107d008126daef74d0d940,Border Esk,Border Esk (upstream Ewes Water),"2068.00 Boyken Burn, Border Esk",GB102077074580
7412553ae70758ff91d120585fe30ded,River Severn,Tach Brook,Fosse Way,GB109054044660
7419f5ae6fc891ef7fd632c0572b0229,Carrick Roads,Argal,d/s College Reservoir,GB108048001880
741dc30b33ed3c81e717d5d029aa35b8,River Derwent (Yorkshire) tributaries,Pickering Beck,Pickering Beck at Park Gate,GB104027068470
742174ba8950705d2d906638dd5dc336,Eel Survey,18ft Rhyne,U/S Nythe Sluice,GB108052021120
742322ec44f682ee4e28ab2f7c3795ae,Witham Catchment,Till (Lincs) Subcatchment,Till Bridge,GB105030062410
74275713a9c6c284bf40694ca54ddbed,River Mole,Mole - main river,D/S Gatwick,GB106039017510
7427d88949570754b1301b49a6f91d1c,River Calder catchment,Brow Grains Dike,Meltham (WR),GB104027063590
742c3db37fa368c8c0f2e936d15aec7c,River Keer,River Keer,D/S Greenbank Farm,GB112073071250
742ed1212cc0cfcaa570aa90304d9271,Taw,Main Lapford Yeo,Bury Bridge (Sp)*,GB108050008280
74367e97a0c067aee93084cc63b087d0,Nene Catchment,Below Wansford,Stibbington,GB105032050381
7441ce9d760191ec76f71130408b5311,Great Stour,Sarre Penn,Brookside,""
74465feef337b11a21f58fb48ed7df39,RIVER TRENT,RIVER DOVE,Wolfescote Dale,GB104028057780
7449734bda549b8a10fbc2ed1dafefcc,River Severn,Hogstow Brook,Central Farm,""
744a857301c2010b6bf8c1033b317aeb,Thames,River Windrush,Witan Way,GB106039030440
744c8074f1b8cd9815195b7d75c1902f,Wye,Olchon Brook,W059,GB109055036820
744eb060dd4db8fc1b2993167bf1e4cb,River Ribble,Colne Water,Greenfield Road,GB112071065200
7452fcfab98e27148d3e344809965b0f,Mersey,River Goyt,GO02,GB112069060850
7454db4d47c8a12b5b3f37c621db395c,Ancholme Catchment,R.Ancholme Subcatchments,Snitterby Carrs,GB104029067520
745a2d77fe9b1deb275e6594a379d2af,River Severn,River Tern,Duncote Farm,GB109054049680
745cb8bd37a11dc41d2e00f6506e4a6e,River Don catchment,River Don,British Tissues,GB104027057411
745cba8a523e5221a36e7759202b17a0,Avon (Hampshire),AVON SIDE CHANNELS,Christchurch Millstream,GB108043015840
7461e593a8cb64246c61f3efcaa472c3,Avon (Devon),Main River Avon Sites,U/S Hatchbridge (Dip),GB108046004900
746498deed54a2bde06d19854e58f86e,Bristol Avon Catchment,Byde Mill Brook,Ladbrookside Farm,GB109053021960
7465083008af64ed14edaebf8790512a,South Lakes Minor Catchments,River Gilpin,Gregg Hall,GB112073071330
747b1831672f891060d8c9ca9ab61473,Frome,Sydling Water,Grimstone d/s of weir,GB108044009700
7483b6409f78887e9f54bb7da0c3be1e,River Ehen,Kirk Beck,"1884.00 Near Wilton, Kirk Beck",GB112074069980
748f9e317c864e7528b3c39d81956e3a,River Calder catchment,River Holme,Magdale,GB104027063300
7490b38451af6a3e063985e7fd7cbfcd,Colne Catchment,Roman River (Main Reaches),Park Farm,GB105037034150
7495791e48913a372ade76a25c14bf61,Yealm,Piall,Lutton,GB108047004020
749974e704fbafd25f8cb27a6dac9941,River Severn,River Frome,Millend,GB209054032450
74a0d5ca68b5aea0f07f6cd45639a08f,Stour Catchment,River Stour Middle,Langham Intake,GB105036040920
74aa251489f74fa1dffe350a0dad9a6d,Piddle,Piddle,Turnerspuddle,GB108044010080
74ad1c6909c4ca03dccfa563ce956695,Nene Catchment,Above Wansford,Wellingborough 1,GB105032045140
74aeb197ff151340601555012e0bae23,Somerset Area,Westford Stream,Brook Farm,""
74b166d18ca1d242a974e0187ba6e959,Lincolnshire No Name Riffles Sites,Long Eau Riffles,No Name - LIN6X,GB105029061670
74be58fe6f641eb956a579b70f72cbec,Yare catchment,Tidal Yare,Surlingham Bend,GB105034051370
74ce2875ae23b7b7fbbbae17dbf70941,River Blyth,River Pont,Ponteland Park,GB103022076860
74d16af8219bef58979711847981747e,River Severn,River Stour (Worcestershire),Prestwood,GB109054044750
74d6492fc84e6a2e19b2abbfdf48edd2,Lincolnshire Lakes,Elmhurst Lake,Elmhurst C1,GB105030062450
74dfc2616a890ada79bd2f2bad663c69,TRENT,AMBER,Hamlyn Mill,GB104028052330
74e394d8fa72183d7ba8cbf04084be60,Eel Survey,River Cary,Cradle Bridge,GB108052021120
74e6f8782aef084616fee40e80b9c3a7,River Ehen,River Ehen,1871.00 Braystones,GB112074069980
74ea38d354d164110d083e395cf7f398,Isle of Wight,Eastern Yar,Godshill,GB107101006220
74eacdca5d3a9237fc36d723db514c8e,Lincolnshire Lakes,Lincolnshire Lakes,Hatton Irrigation Lake,GB105030062230
74ebb266d3a203420f82a447a6c9ceb6,Chelmer Catchment,River Chelmer Upper (Main Reaches),Langleys Dunmow,GB105037033950
74eeb62eef738f4cd2728df66569e858,Coastal Streams,Bolitho Stm.,Lower Boscadjack,GB108048001171
74f15bbae1449853934fb1197743372e,Taw,Crooked Oak,Owlaborough (Sp)*,GB108050014120
74fe2f7e86f575e9aadd64d81e9f7c28,Test,Testwood & Nursling Fishery,Wirehouse stream - North Arm,""
7509dbf51a195059eec6e3555ef948b8,River Tees,River Tees,"BT Sentinel, River Tees Widdy Bank Farm",GB103025072510
750a4ee1b73d0b6dfa50e57739b01e7a,River Tweed,River Glen,Bowmont water at Downham,GB102021072960
75140ebba1bf12ed5351e0a553e6108b,North East Eel Sites,River Wear,River Gaunless at Auckland Castle - Eel Site,GB103024072730
752b141cf30bcc437c43be4aede10b64,Strat & Neet,Main Strat,Hunthill Quarry,GB108049013730
752c0d2bbde46f36ee5afbfc7a8913da,Carrick Roads,Stithians Sream,Sewrah Moor,GB108048001140
7530a6adcacfb8f97cb75150b36519eb,River Severn,Sherbourne Brook,d/s A46,GB109054043730
7531eb06226ea5f02d14cb1e8187206f,Lincolnshire Tributaries Sites,Brant Tributary Sites,Littlegates Farm,GB105030056160
753ba0dcc64e503993e964e1e0fa5535,Bure catchment,Scarrow Beck,Gresham Southeast,GB105034055740
753d0e25fa2f89f53afa2778a50cf6de,TRENT,THE BECK,Caunton,""
753d2faed195f48bb49106a0d072e324,Hayle,Hayle,Clowance-Drym,GB108049000380
753fec2b6f8f5aa6147528ab9cc9fa44,Dart,Woolston Stream,2ND Conifer Stand- WT PROJECT*,GB108046008350
7541f1a5f9a5e58b49fe50c937b18634,River Leven,Great Langdale Beck,New Hotel,GB112073071120
7542479cabbaabb06883ee1246dce091,Bure catchment,Rollesby Broad,577,GB105034050860
7547ed74e2107efd0b4a3ae44b4c02b7,River Severn,River Leadon,d/s Upleadon Bridge,GB109054032510
7549062c7bd21f3ba9bab077a4fe5e20,Exe,Shuttern Brook,U/S Creedy Confluence (Sp),GB108045009070
754eba79cefe7c0b5a7b0a51b4244468,Welland Catchment,Chater,Wing Hollow,GB105031050430
754fdf064d47c5b046658942a648eb92,Nene Catchment,Above Wellingborough,Cogenhoe Main Channel,GB105032045050
7552c48034e264889d50949d26508bb7,Waveney catchment,Tidal Waveney,U/S Oulton Dyke,""
75557fb17f1a13d03144c5caa8cd79b2,Weaver,Burland Stream,BU01,GB112068055320
7557847b18b555e6875765db6c39c21e,Thames,Upper Thames,Newbridge - Windrush Confluence - to Northmoor,GB106039030333
75602b914f4f5ef5d3182318588905a5,Fowey,Main Fowey,Ninestones Spawning Beds,GB108048007650
75621cfe3c1b5750dc71ee9a3a7a7ece,Lincolnshire Tributaries Sites,Slea Tribs,A153 Road Bridge,GB105030056670
757379518a9c912a10d4073f97fbf5d7,Seaton,Main Seaton,Rosecraddoc,GB108048002320
7573b687445a648b20a922d61a657dfa,Witham Catchment,Barlings Eau,Barlings Abbey,GB105030062290
75776deef481b6d53037e774815a5706,River Severn,River Rea,Hardwick Forge,GB109054044280
7580c5ccf45335670130af6675b1c57f,River Rother catchment,Ulley Brook,Ulley Brook at Guilthwaite,GB104027057740
758708a7e1c12d4af0aa5663cff1acac,Ancholme Catchment,Louth Canal,Keddington Corner,GB104029061990
758793e5ec17beb5dca121894ff3aaa4,River Severn,Severn  - Confl Vyrnwy to Bewdley (main river),Leaton Knowles,GB109054049142
758876cd7940893e90afd5eb876b11f9,Ouse,Ouse,Barcombe Mills,GB107041012560
758c506e6f919442d85fb0b7801f1758,Wensum catchment,Tud,D/S A47 Honingham,GB105034051000
7591601bcd1e081af5113a23113c8e1e,River Rother catchment,River Rother,McGregors Pond,GB104027057630
7593fbd91eacfceba17f4f46bf0c7b96,River Severn,Humber Brook (Small Brook),Mansell Farm,GB109054039900
7596ad65ca3791364fbd5b88338b6dad,RIVER TRENT,RIVER DOVE,Eggington Smolt Trap,GB104028047370
759a6e08e22a5fac44968e59801bbe3a,River Ure,River Ure,Langthorpe (Boom Boat),GB104027064160
759d3777016b21d9adb71e6373c6d9fb,River Derwent (Yorkshire) tributaries,Ruston Beck,"Ruston Beck, Breckon Hill",GB104027067900
75a7ab38f24fd700f762c00845759ad9,Hull and Humber Catchment,Coastal Streams,Barmston sea Drain at Southfield Lane,""
75a846302ca5a78a2eebb28a31c6ed58,RIVER TRENT,RIVER TRENT,Abbey Farm,GB104028053320
75aee293af9a79b1e4845dd810cfad10,Warwickshire Avon,Warwickshire Avon,Harvington Mill to BAA Water boundary Left bank,GB109054044401
75b13d12f241c5492abfec2688a5fdbf,Torridge,Main River Torridge,Castle Hill (Dip),GB108050014660
75b23a7743ad32ee816f7bfc6ef5e78f,Plym,Main Meavy,Marchams Cross,GB108047003660
75b46f85c101c2175b25692e36bd3c9f,River Ribble,River Darwen,Above Davyfield Brook conf,GB112071065240
75b49ba27245c726c7c8c7dc77425069,River Severn,Hatherley Brook,"Heron Pool, Innsworth",GB109054032800
75b4a3583cce362b6c9f02a7db71a61a,Tamar,Comebow Stream,Comebow,GB108047007770
75be2829d68c931ebff4d9293cd18cf8,Somerset Area,Main River Isle,Hambridge,GB108052015250
75c02601b3c268e43f5df27e83f38ed9,Bure catchment,Hickling Broad,62,GB105034051360
75c3df18ede47337819afb654dcd2596,Taw,Little Dart,West Worlington (Sp),GB108050014340
75c52b81c1edc3b45ff254d4bbbceb52,Middle Ouse,Brampton Brook,Brampton Stream,GB105033042790
75cb3b5293eed2b5fa3d5fa24f02c267,Bristol Avon Catchment,River Somer,Midsomer Norton Sports Hall,GB109053022250
75cbe6d8d5e6e9e5bf8c727046f084e1,River Wear,River Wear,The Sands,GB103024077621
75cf7ad71b194baa583b5d92ec740443,Border Esk,Logan Water,"2107.50 US Cleughfoot, Logan Water",GB102077074400
75d4028238521ffcd8717b77587a7704,River Severn,River Chelt,Pilgrove Farm,GB109054032820
75d68724cd2383c1a99c678b63a19c06,Somerset Area,Keward Brook,Coxley,GB108052021240
75dfbef249d6526f04ee054da80b8c31,Somerset Area,Bridgwater / Taunton Canal,Bowerings,GB108052021310
75eb9826fb169451f61a3d8e91bfe6ee,Somerset Area,Wriggle River,Withyhook Farm,GB108052015540
75edf1b19cb25df95ceff990ad39207c,Border Esk,Border Esk (upstream Ewes Water),"2017.00 Bentpath, River Esk",GB102077074580
75ee1c0c7b040a3e8c961c3cbb5b62af,Avon (Hampshire),Hybridisation Project,AUARD138,GB108043022350
75ee2d55393b0ddc1b1fc9d9ba053288,River Tyne,Ouse Burn,Ouseburn at Callerton village,""
75f703188382615f4028b3c9f16f405e,River Severn,Warwickshire Avon,d/s islands to bridge 5 (Abbey access),GB109054043840
75f8aa3eeb67ea740e4f8895d0c2165f,River Wear,River Wear,River Wear at Chester New Bridge (c),GB103024077624
75f903ea0f89caabd8a25e875087d9fd,Nene Catchment,Brampton Branch,Bugbrooke Mill,GB105032045320
75fa60f9ea6b8b1e8459df4e569279ea,River Ehen,Croasdale Beck,"1872.00 At Croasdale, Croasdale Beck",GB112074070010
7601b4a4c2ecbcb615f34557b0c61256,River Wear,Thornhope Beck,Thornhope Beck at Fawnless Wood,GB103024077520
76034838d20f5efa036ef59e5b3f0493,RIVER TRENT,GILIWISKAW BROOK,Snarestone,GB104028046590
76035afdb13bbd1343ffffed6e0ed161,River Wey,Wey Combined,Wey Meadows,""
7605066940012284cd461b961fa3791e,Lincolnshire Tributaries Sites,Top of Foston Beck/Denton Res tribs,A52,GB105030056740
760ac846a37c498e4c36d78fc5689736,RIVER TRENT,RIVER TAME,Perry Hall Park,GB104028046840
760b41981241aca942fa3004839a053c,Blackwater Catchment,River Blackwater,Smallands Hall,GB105037041160
76129f95eed4c190d62a3ff21c414c3c,River Lune,River Dee,U/S Barth Bridge,GB112072071680
7612f911572f91242091dcf0a2d03935,River Loddon,River Loddon,Upper Stanford End,GB106039017330
76139fc6d93d4e35b29e0904f5dc1f38,Glaven catchment,Stody watercourse,"u/s Hall Farm, Stody",GB105034055770
761aa4f235258cb0fcd07ab8e7182cbd,Teign,Main River Bovey,Little Bovey Bridge (Dip)*,GB108046008470
761c568d4939b3deff9cabd4be49115e,River Calder catchment,Cragg Brook,Mytholmroyd,GB104027062610
761c83a22101f9a244410292c5034176,Stour,Arrowsmith Stream,Canford sch near golf course,GB108043016050
7621ffb4e2734aa4cb18c25b4afcf1fd,Middle Ouse,Hall Green Brook,West End Farm Fenstanton,GB105033042730
76241c01ad162d8898c8124487860a49,River Ribble,River Ribble,Rowe Farm,GB112071071570
76272effec93169e786a9b0f0095a9ea,Eel Survey,Eel Survey,Bossington,GB108051020240
762e1deb6d9b332864a13d59eff5b5e3,Frome,Tadnoll Brook,Broomhill eel,GB108044009660
7630f41c7a4852c1d14b108c7c78122a,Tamar,Tuckingmill Stream,Tuckingmill,GB108047007790
76311c92216baa75590d0e1250e72a50,Solway minor catchments,Causewayhead Beck,Cowlane Farm Track - Pollution Site D,""
763222ceec1a9a25ee9b1546581c19c4,River Swale,River Swale,Langton Grange,GB104027069120
7634f5e6297855541c98e13986bfad96,Somerset Area,Washford River,Luxborough,GB108051020550
76352cb42a786af5df2cf44cfe3d66af,River Ure Tributaries,River Ure Tributaries,"Kex Beck, Azerley",GB104027069260
7636f239dbe00b980c99661ed41f726e,River Wear,River Wear,River Wear at Kepier,GB103024077621
763aa6d2c6e33827581c83d9c344c2bb,Lower Ouse,Cut-Off Channel,Eriswell Hall Farm,GB105033043120
7645587c2b8da13876933953b04ac6ea,River Severn,Whippets Brook,Newland,GB109054039750
76457269427efd57c94cd0edb42fe1fd,Yare catchment,Tidal Yare,Berney Arms,GB105034050810
7645ed448c98992b6e1eb23d43db17d6,River Wharfe tributaries,Stank beck,Herd Farm,GB104027063960
76497e79b0d29046e70cc30b839a460b,New Forest,Lymington,Millyford Bridge,""
7649ab13e07eded0ddc3fa9c4435d643,River Ribble,River Calder,D/S Home Farm,GB112071065490
764a1829816a7e85a73c7b509e05141d,Blackwater Catchment,River Blackwater,Blue Mills,GB105037041160
764b6d47da93900300ee90c3a8a30665,Weaver,Audlem Brook,WEAU05,GB112068055190
764c0d2a7cb80e61a2c177478bde4e24,Taw,Main River Mole,North Heasley Mine (Te),GB108050019970
76525b6f41b133103dbfbb1b880710f3,Witham Catchment,Castle Dyke,Gipsey Bridge,GB105030062420
7654145c787c9598453e4285e85ae371,Bure catchment,Scarrow Beck,Matlaske Wood bridge,GB105034055720
7655c165cac24ea7f0593e69b3fdbb38,River Aln,River Aln,River Aln at Abberwick Ford,GB103022076350
765d9708445fa2f95c30bca1fea5fcb5,River Tyne,Red Burn,Red Burn Tributary at Garden House Farm,GB103023075730
765ea2de37e63722637d65266976db4c,River Don catchment,Blackburn Brook,"Blackburn Brook, Ecclesfield",GB104027057440
765edf0738b668864ba18d176369d71a,River Ehen,Mere Beck,1874.80 Mere Beck US Longlands,""
7665e90e8026eac50deccda598a399f9,Witham Catchment,Witham Claypole (upper) Subcatchment,U/S Syston Weir,GB105030056780
7668326c2981a523fcbd4eb0bfad9072,Exe,Main River Barle,D/S Cornham Brake (Sp),GB108045020880
7687225ebb8063938510d31f74594246,Lower Ouse,Old West River,Stretham Ferry Lagoon (No 2),GB105033042850
768f8f8ffe78d3f32d1268cb3b6fe695,River Ribble,River Douglas,D/S Rivington WWTW (Mill Bridge),GB112070064850
76911664b5eec6d491d36a4bc418afcc,River Crake,River Crake,401.00 Spark Bridge,GB112073071190
7695b0acd97801906541d120d0d42d6b,Bristol Avon Catchment,Main Somerset Frome,Longhouse Farm,""
76967c699f6aa156952562735d5ebbb9,Thames,River Evenlode,Chilson,GB106039029960
769c18ec4813082efec745cd864e383f,Stour,River Lydden,u/s Bagber Bridge,GB108043015970
769e459bb1c02a0a20ff322daa2cf9bd,Bure catchment,Spixworth Beck,"Horsford , u/s Church Farm footbridge",GB105034055881
769fb111bb84b15eece4e80f8c27d082,Fens,New South Eau,French Drove,GB105032050390
76a22847764ab488b4eddf20ea40d803,Bristol Avon Catchment,Main River Marden,Stanley,GB109053027610
76a828fcfc6d1399a8806ed3176a724d,Thames,River Kennet,Osier Bed Stream,GB106039023140
76ab02710f375c2ac13c05e828f0cdef,Frome,Sydling Water,Upstream of Grimstone,GB108044009700
76afc0affe7c8f164eea12d6ff733df4,Witham Catchment,Fodder Dyke,Risdale Farm,GB105030056400
76b2f472f8d89ccad20639fc62b8b0af,River Ellen,Sepulchre Beck,"1518.00 In Dearham, Sepulchre Beck",GB112075073640
76b562f007bb2402d5bc8121905de24d,Somerset Area,New Blind Yeo,Clevedon Moor,GB109052027320
76bbbeec0064a0f6a11ab0302f61d926,Otter,Luxton Stream,Churchinford (Sp)*,GB108045015120
76bea0ba53f954842c495970ed8d31ce,River Rother catchment,Barlow Brook,"Barlow Brook, Waltham Farm",GB104027057700
76c16b1f3e4790a30c56c178a1bd637b,River Ure Tributaries,River Ure Tributaries,"Beldon Beck, nr Castle Bolton",GB104027069470
76cad8de1723926c481b05a1fc69d176,Bure catchment,Scarrow Beck,Thurgarton,GB105034055720
76cc21c94760f01d6cfde28ed7716a9e,Somerset Area,Back Stream,Fitzroy (Se-03),GB108052021390
76cf476e7b07054d37f393839827b519,Middle Ouse,Ivel Navigation,Clifton,GB105033037790
76d46b7fed464004bfb3e86096a487b4,Bristol Avon Catchment,Cam Brook,South Stoke,GB109053022290
76dc42e08371b8706ab8363f29ed0c42,River Calder catchment,River Calder Tribs,Wain Dike Beck at Don Pedro Avenue (Choke Churl),""
76e213f95d9c1a8bcb960eee8770428f,Thames,TWARP reaches of the Thames,Culham Weirpool,GB106039030334
76e3f86e0282bbce5012118dbbb1afb2,Frome,Tadnoll Brook,Tadnoll Mill House,""
76e934fefcdb984087488548ea44d818,River Wear,Waskerley Beck,Waskerley Beck at Demesne Park,GB103024077520
76eb1a28826d56a316965d6487f58e58,R.Ouse tributaries,River Foss (York),River Foss at Huntington Church,""
76ec76b5d207265be6f31036d62149c8,River Crake,Langholme Beck,Gawthwaite,GB112073071190
76f2cba62f5beefc28fdf01312d69294,Dee,Morlas Brook,Rhyn,GB111067051600
76fab61791299e51b88be50c118f2839,River Alt,River Alt,Carr Houses,GB112069061442
76fb02731deaeb996101159005a2f37a,Fowey,Lerryn,Boconnoc,GB108048001400
76fcd0e6f16b8b6d1e53c0a24a03399d,Weaver,Rookery Brook,RO05,GB112068055340
7700d72496897b8ab1bf0006096cab46,RIVER TRENT,RIVER TAME,U/S M6 Flyover D/S Weir,""
7703fab3c22cbc5f53b242d34a7585c1,River Lune,Spen Gill,Ptc River Hindburn,GB112072066050
77077aaaf407bb7ffc1afd1f2985403c,River Ribble,Swinden Water,Downstream Lea Green Reservoir,""
77085b1991f058dd1bfd964780415a53,River Aire catchment,River Aire,Castleford (Gill Net),GB104027062760
770a01bede73e21c7c5b2f422ff8d5f0,Frome,Main river sites,U/S Sandhills,GB108044009620
770a379c9da1ee1488bc21a0d5ae1b42,Bristol Avon Catchment,Main Bristol Frome,Colts Green (Se-03),GB109053027560
770b4b8498b7a8145d987945b820e097,TRENT,POULTER,Nether Langwith,GB104028058130
770c44732f0236643e0bb532f1800362,River Kent,Plantation Beck,Plantation Beck #3,GB112073071380
7711a9b30344e862fa6e830c82d947a3,Western Rother,Harting Stream,Dismantled railway,""
771442d3ad8664078984fc8ab2aac914,River Swale tributaries,Sand Beck,Sand Beck Nr. Badger Beck,GB104027069020
771823b78a90edf8e410e0fa894be240,River Ribble,Pendle Water,Rough Lee,GB112071065230
77194652082ca96106cef485bf5fead0,Itchen,Cheriton stream,Upstream of Cheriton Mill,GB107042016670
771a9aa0a3c6aec9449ee33a578974d8,River Ribble,Langden RSA/HMWB 2011 onwards,10L,GB112071065370
771ac188e64d023fd23076e1372a9651,Western Rother,River Lod,Lurgashall Mill Farm,GB107041012830
